Number  Position  Material  Node1  Node2  Node3  Node4
1710   6      1      1821      1844      1845      1822
1711   6      1      1822      1845      1846      1823
1712   6      1      1823      1846      1847      1824
1713   6      1      1824      1847      1848      1825
1714   6      1      1825      1848      1849      1826
1715   6      1      1826      1849      1850      1827
1716   6      1      1827      1850      1851      1828
1717   6      1      1828      1851      1852      1829
1718   6      1      1829      1852      1853      1830
1719   6      1      1830      1853      1854      1831
1720   6      1      1831      1854      1855      1832
1721   6      1      1832      1855      1856      1833
1722   6      1      1833      1856      1857      1834
1723   6      1      1834      1857      1836      1835
1724   6      1      1835      1836      1811      1810
1725   6      1      1810      1811      1782      1781
1726   6      1      1781      1782      1749      1748
1727   6      1      1748      1749      1712      1711
1728   6      1      1711      1712      1671      1670
1729   6      1      1625      1670      1671      1626
1730   6      1      1580      1625      1626      1581
1731   6      1      1535      1580      1581      1536
1732   6      1      1490      1535      1536      1491
1733   6      1      1445      1490      1491      1446
1734   6      1      1400      1445      1446      1401
1735   6      1      1355      1400      1401      1356
1736   6      1      1310      1355      1356      1311
1737   6      1      1265      1310      1311      1266
1738   6      1      1220      1265      1266      1221
1739   6      1      1175      1220      1221      1176
1740   6      1      1130      1175      1176      1131
1741   6      1      1085      1130      1131      1086
1742   6      1      1040      1085      1086      1041
1743   6      1      995      1040      1041      996
1744   6      1      950      995      996      951
1745   6      1      905      950      951      906
1746   6      1      860      905      906      861
1747   6      1      815      860      861      816
1748   6      1      770      815      816      771
1749   6      1      725      770      771      726
1750   6      1      680      725      726      681
1751   6      1      635      680      681      636
1752   6      1      590      635      636      591
1753   6      1      545      590      591      546
1754   6      1      500      545      546      501
1755   6      1      455      500      501      456
1756   6      1      410      455      456      411
1757   6      1      365      410      411      366
1758   6      1      320      365      366      321
1759   6      1      275      320      321      276
1760   6      1      230      275      276      231
1761   6      1      186      185      230      231
1762   6      1      145      144      185      186
1763   6      1      108      107      144      145
1764   6      1      75      74      107      108
1765   6      1      46      45      74      75
1766   6      1      21      44      45      46
1767   6      1      20      43      44      21
1768   6      1      19      42      43      20
1769   6      1      18      41      42      19
1770   6      1      17      40      41      18
1771   6      1      16      39      40      17
1772   6      1      15      38      39      16
1773   6      1      14      37      38      15
1774   6      1      13      36      37      14
1775   6      1      12      35      36      13
1776   6      1      11      34      35      12
1777   6      1      10      33      34      11
1778   6      1      9      32      33      10
1779   6      1      8      31      32      9
1780   6      1      7      30      31      8
1781   6      1      6      29      30      7
1782   6      1      5      28      29      6
1783   6      1      4      27      28      5
1784   6      1      3      26      27      4
1785   6      1      2      25      26      3
1786   6      1      1      24      25      2
1787   6      1      22      23      24      1
1788   6      1      47      48      23      22
1789   6      1      76      77      48      47
1790   6      1      109      110      77      76
1791   6      1      146      147      110      109
1792   6      1      187      188      147      146
